cod_ubicacion,cod_sector,empleo,excedente,insumos_intermedios_domesticos,insumos_intermedios_importados,exportaciones,ventas_intermedias,ventas_domesticas,produccion_bruta,insumos_intermedios_totales,valor_agregado,remuneraciones,ventas_consumo_final
1.0,31.0,1.3779674768447876,64117.1203260709,8616.953330100288,1039.7664691715108,53829.875571142766,31138.6559826458,32496.877136362826,86326.75270750558,9656.7197992718,76670.03290823378,12552.912582162888,1358.2211537170233
1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,33.0,0.3457092940807342,1023.0081447920792,3599.5156425934206,0.3779562618971575,13.134930703289683,2428.347579717662,7200.049370705845,7213.184301409134,3599.8935998671354,3613.290701542,2590.2825567499203,4771.701790988182
1.0,34.0,0.0640540719032287,1309.6647340683487,556.1770770028745,173.35438261513892,1.8657324356435645,765.7626219763654,2260.5870351759822,2262.4527676116254,729.5314596180134,1532.921307993612,223.2565739252635,1494.8244131996169
1.0,35.0,0.1602182239294052,396.55108326285534,846.7839457502395,184.19834543340787,166.06454041264772,1404.565667873523,1723.747913821782,1889.8124542344297,1030.98229017183,858.8301630507825,462.2790807997445,319.1822459482593
1.0,36.0,0.958828866481781,1541.1474606400511,45654.27024668413,10806.14215971894,1999.796793550942,1728.7015852008942,61832.42228539891,63832.219078949856,56460.41240640306,7371.806673558608,5830.6592129185565,60103.72070019803
1.0,37.0,0.6712802648544312,208286.34229078505,5446.3199784145645,369.5285987505589,27211.82768264708,38992.57908419291,200505.4324869294,227717.2601705883,5815.848577165123,221901.4115934232,13615.069301626318,161512.8534027365
1.0,38.0,0.1933364421129226,8524.26557364165,694.5003692519962,1773.3967228054933,0.0,15587.723636450974,15587.723636450974,15587.723636450974,2467.8970910456724,13119.826545405302,4595.5609717636535,0.0
1.0,39.0,1.0772864818572998,21617.40698960332,13178.0005000626,1408.07926318237,520.4531214615139,13815.906083229638,50398.50407934078,50918.957200802295,14586.079764256789,36332.87743755733,14715.470446942192,36582.59799611115
1.0,40.0,2.228302001953125,30357.06599219674,25731.259164218463,0.0,95.99597814883424,43214.19691548004,72627.15686464388,72723.15284279271,25731.259164218463,46991.89367958607,16634.82768738933,29412.959949163844
1.0,41.0,0.2496612519025802,19426.836670160334,7330.442493179176,1132.5847176850846,3254.3503601507505,28387.863466056853,30348.32448355669,33602.67484370744,8463.02721086426,25139.64763284318,5712.8109636946665,1960.4610174998404
1.0,42.0,1.6546095609664917,35509.49763161162,16641.682717291602,1305.2082879284574,67.58056724113702,81327.90941640115,89673.7287278748,89741.30929511595,17946.89100420824,71794.4182909077,36284.92065828425,8345.819312485468
1.0,43.0,14.903993606567385,7731.913824459917,104760.5866499291,92510.5859584695,0.0,9002.604157076972,469825.0601823928,469825.0601823928,197271.1726073868,272553.88757500605,264821.97375054617,460822.4560253159
1.0,44.0,10.541953086853027,298763.68694243627,39672.44242328202,8713.01858738039,0.0,64.39649755860748,367993.8515818026,367993.8515818026,48385.46101066241,319608.3905711402,20844.70362870393,367929.4550852559
